,ID,artist,song,link,text,album,released,genre,home_country,singer_age_at_release,entity,topic

58,59,John Legend,Show Me,/j/john+legend/show+me_20358463.html,"Oh... oh...  
I realize as I lay down to sleep, we haven't spoke in weeks  
So many things that I'd like to know...  
Come have a talk with me  
I need a sign, something I can see  
Why all the mystery?  
I try not to fall for make-believe, but what is reality?  
  
Where do we go, what do we know?  
Life has to have a meaning  
Show me the light, show me the way  
Show that you're listening  
Show me, that you love me  
Show me that you walk with me  
Hopefully, just above me, heaven's watchin over me  
  
Guess it's funny how I say thanks to you for all you've given me  
Sometimes the price of what you gave to me,  
I can't stop questioning  
Oh God of love, peace, and mercy, why so much suffering?  
I pray for the world, it gets worse to me  
Wonder if you're listening...  
  
When people go, why do they go?  
Why don't you choose me?  
But someday I'll know that I'm gonna go  
I hope you're waiting for me  
  
Show me that you love me  
Show nme that you walk with me  
Hopefully, just above me, heaven's watching over me  
Oh...  
  
Show me... Oh... Oh... Show me...  
  
Maybe we'll talk some other night  
Right now I'll take it easy  
Won't spend my time waiting to die  
Enjoy the life I'm living  
  
Show me that you love me  
Show me that you walk with me  
Hopefully, just above me, heaven's watching over me  
Oh...  
  
Show me that you love me  
Show me that you walk with me  
Hopefully, just above me, heaven's watching over me  
Oh...

",Once Again,2006,R&B/soul,United States,28,"['Heaven', 'God', 'NME', 'Show', 'Wonder', 'Life']","['Heaven', 'Television episodes', 'American television episodes', 'God', 'Television series', 'Entertainment', 'Literature', 'Culture', 'NME', 'Religion']"

59,60,John Legend,So Gone,/j/john+legend/so+gone_21085506.html,"I'm a do my thing  
I'm a do, I'm a do, I'm a do my thing  
  
I was born at the end of december  
Not afraid that the cold of the winter  
Would keep me inside, hey  
Ever since mama left me at home  
I had to search for a class of my own  
And go there in my mind  
  
I had a dream like dr. King  
I had a song I had to sing  
And I knew it wasn't make believe  
When the teacher said to me  
Baby, who do you wanna be  
Said I don't know but I know that I'm a gonna leave  
  
I'm so gone (just you)  
All I do is walk alone (just me)  
I'm so gone (just you)  
I can make it on my own (just me)  
Alright  
  
Everybody wanna follow the crowd  
But I belong in the front singing loud  
And I'll go solo, hey  
But the fame is a hell of a temptress  
Not my wife but I guess she's a mistress, oh  
Can I let her go  
  
She can play tricks on your mind  
Have you leave your soul behind  
She's turned some niggas out  
But she can't keep her spell on me  
She can't keep back mailing me  
I'm free to leave, to be just me  
  
I'm so gone (just you)  
All I do is walk alone (just me)  
I'm so gone (just you)  
I can make it on my own (just me)  
  
So many (so many people tryna be somebody else)  
Tryna be somebody else (or whatever sells)  
I've got my own lane (I've got my own lane, I'm driving by myself)  
Hope you wish my well  
  
I'm so gone (just you)  
All I do is walk alone (just me)  
I'm so gone (just you)  
I can make it on my own (just me)  
  
I'm so gone (just you)  
All I do is walk alone (just me)  
I'm so gone (just you)  
I can make it on my own (just me)  
  
If I fall then let me fall, yea yea yea  
Oh cause I only got myself to blame  
Oh it's just me  
All I do is walk alone

",Love in the Future,2013,R&B/soul,United States,35,"['I Have a Dream', 'Soul', 'Martin Luther King Jr.', 'Song', 'Hell', 'Lane', '2017-12-01T00:00:00.000-05:00', 'Tryna']","['Recorded music', 'Music media', 'Music', 'Albums', 'Songs', 'Music industry', 'Popular music', 'American musicians', 'Sound recording', 'Pop music']"

60,61,John Legend,I Know Better,/j/john+legend/i+know+better_21112139.html,"[Verse 1]  
They say sing what you know  
But I've sung what they want  
Some folks do what they're told  
But baby this time I won't  
When I look through that door  
I know the truth from lie  
Some things I've done before I can't justify  
  
[Pre-Chorus]  
There are kings in my past  
Things no one can be proud of  
But I stand in the light I've cast  
And turn away from any lack of love  
Oh, when I walked through that door  
I say here I go  
You see me and nothing more  
I'm singing what I know  
  
[Chorus]  
I know better  
I know better  
  
[Verse 2]  
Legend is just a name  
I know better than to be so proud  
I won't drink in all this fame  
I'll take more love than I'm allowed  
  
[Pre-Chorus]  
I won't hide or cut it off from where it came  
My history has brought me to this place  
This power and the color of my face  
  
[Chorus]  
And I know better  
I know better  
  
[Bridge]  
I'll rise from the floor if I don't win  
I'll bust open that door so let me in  
And if music chooses me to sing I let her  
I'll sing what I know, yes  
  
[Chorus]  
I know better, oh  
I know better, yes  
I know better  
I know better

",Darkness and Light,2016,R&B/soul,United States,38,"['Song structure', 'Bridge (music)', 'Nothing', 'Refrain', 'Truth', '1', '2', 'Legend']","['Song structure', 'Songs', 'Music', 'Musical compositions', 'Vocal music', 'Musical form', 'Recorded music', 'Popular music', 'Entertainment', 'Performing arts']"

61,62,John Legend,Money Blown,/j/john+legend/money+blown_20492681.html,"Don't let it fool you brother  
Beware of what you see  
You've been consumed by all your visions of luxury  
Betrayed your friends and burned the  
Bridges that carry you  
But when you need them later, they won't be there for you  
  
You're so high now  
You think you'll never fall  
But when you come down, who will you call?  
  
[Chorus]  
Whatcha gonna do when your money's blown  
Your friends are gone and you're all alone  
Now you barely hanging on with no one else to run to  
You should know it won't make you whole  
You gain the world but lose your soul  
Spend your life in the search for dough  
You'll find out it just won't save you  
  
Oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh  
  
You think that having money brings joy and peace to you  
But the pursuit of it might bring out the beast in you  
Chase the American Dream but can't face reality  
That what you're chasing only lasts temporarily  
  
You're so high now  
You think you'll never fall  
But when you come down, who will you call?  
  
[Chorus]  
  
Oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh yeah yeah  
  
[Chorus]  
  
Whatcha gon do  
Whatcha gon do  
Whatcha gon do  
Whatcha gon do  
Whatcha gon do  
Whatcha gon do  
Whatcha gon do  
Whatcha gon do  
  
Whatcha gonna do when there's nowhere (Nowhere to run to) oh  
I think you're gonna find that it just won't (Just won't save you) oh  
Whatcha gonna do when there's nowhere (Nowhere to run to)  
Ooh you're gonna find that it just won't (Just won't save you) oh  
Whatcha gonna do when there's nowhere (Nowhere to run to)  
I think you're gonna find that it just won't (Just won't save you) Hey  
Whatcha gonna do when there's nowhere to run to (Nowhere to run to)  
I think you're gonna find that it just won't (Just won't save you) Hey, yeah
yeah  
Whatcha gonna do when there's nowhere (Nowhere to run to) oh, yeah, yeah  
I think you're gonna find that it just won't (Just won't save you) Hey,
there's nowhere  
  
Nowhere to run to  
Just won't save you  
Nowhere to run to  
Just won't save you

",Get Lifted,2004,Neo-soul,United States,26,"['American Dream', 'Refrain', 'Whatcha']","['Recorded music', 'Albums', 'Entertainment', 'American Dream', 'Music media', 'Rock music', 'Popular music', 'Music industry', 'Music', 'Television episodes']"

62,63,John Legend,"Pride, In The Name Of Love",/j/john+legend/pride+in+the+name+of+love_20836123.html,"One man come in the name of love  
One man come and go  
One man come, he justify  
One man to overthrow  
  
In the name of love  
What more in the name of love?  
In the name of love  
What more in the name of love?  
  
One man caught on a barbed wire fence  
One man he resist  
One man washed on an empty beach  
One man betrayed with a kiss  
  
In the name of love  
What more in the name of love?  
In the name of love  
What more in the name of love?  
  
Late afternoon, April 4  
Shot rings out in the Memphis sky  
Free at last, they took your life  
They could not take your pride  
  
In the name of love  
What more in the name of love?  
In the name of love  
What more in the name of love?  
  
In the name of love  
What more in the name of love?  
In the name of love  
What more in the name of love?

",Evolver,2008,Neo-soul,United States,30,"['Beach', 'Barbed wire', 'Memphis, Tennessee', 'Fence', '2018-04-04T00:00:00.000-04:00']","['Fences', 'Walls', 'Beaches', 'Coastal geography', 'Coasts', 'Tourism geography', 'Erosion', 'Wire', 'Erosion landforms', 'Hardware (mechanical)']"

63,64,John Legend,Satisfaction,/j/john+legend/satisfaction_20763860.html,"I wonder, wonder wonder  
Why your eyes they wonder?  
I wonder, wonder wonder  
About the spell that you are under  
Tell me its some hocus pocus  
Made to lose your focus  
I wonder why the cold kiss and you think I wouldn't notice  
  
[Bridge]  
You don't love me like you say you do  
You don't want me the way that I want you  
You don't love me like you say you do (you do) you do  
  
[Chorus: x2]  
Can I get me some satisfaction [Repeat: x3]  
That's all I'm asking you, you, of you  
Give me the magic pass, that's all I ask of you  
  
I wonder if it's over, middle of October  
I don't know why in autumn, she keeps giving a cold shoulder  
She knows how much I love her don't know what I could have told her  
I wonder why she makes me think I didn't even know her  
  
[Bridge]  
  
Why don't you give me (give me give me give me give me your love)  
Give me your love (give me give me give me your love  
Is that too much to ask you can I  
Get some satisfaction from you  
  
[Bridge]  
  
[Chorus: Repeats]

",Evolver,2008,Neo-soul,United States,30,"['Hocus pocus (magic)', 'Refrain', 'I wonder', '2018-10-01T00:00:00.000-04:00']","['Television episodes', 'American television episodes', 'Fiction', 'Novels', 'Literature', 'Refrain', 'Entertainment', 'Television franchises', 'Creative works', 'Hocus pocus (magic)']"

64,65,Lady Gaga,Just Dance,/l/lady+gaga/just+dance_20741603.html,"Red wine, Konvict, Gaga (oh, yeah)  
  
I've had a little bit too much - much oh oh woah!  
All of the people start to rush, start to rush by.  
How does she twist the dance  
Can't find my drink, or man.  
Where are my keys, I lost my phone.  
What's going on out on the floor?  
I love this record baby, but I can't see straight anymore.  
Keep it cool, what's the name of this club?  
I can't remember but it's alright, alright.  
  
[Chorus]  
Just dance, gonna be OK.  
Da da doo doo just dance spin that record babe.  
Da-da-doo-doo just dance, gonna be OK.  
Duh-duh-duh dance, dance, dance, just dance.  
  
Wish I could shut my playboy mouth.  
How'd I turn my shirt inside out? Inside out right.  
Control your poison babe  
Roses have thorns they say.  
And we're all gettin' hosed tonight.  
What's going on on the floor?  
I love this record baby, but I can't see straight anymore.  
Keep it cool, what's the name of this club?  
I can't remember but it's alright, alright.  
  
[Chorus]  
  
When I come through on the dance floor checkin' out that catalog.  
Can't believe my eyes so many women without a flaw.  
